Element;Categorie;Sous_categorie;Phase;Propriété;IFC_Reference;Revit_Param;Version_IFC;Requis
Dalle sur sol;Informations alphanumériques;Niveau objet;PDE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Dalle sur sol;Informations alphanumériques;Niveau objet;EXE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Dalle sur sol;Informations alphanumériques;Niveau objet;EXP;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Dalle sur sol;Informations alphanumériques;Niveau objet;APD;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Dalle sur sol;Informations alphanumériques;Niveau objet;PDE;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Dalle sur sol;Informations alphanumériques;Niveau objet;EXE;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Dalle sur sol;Informations alphanumériques;Niveau objet;EXP;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Dalle sur sol;Informations alphanumériques;Niveau objet;APD;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Dalle sur sol;Informations alphanumériques;Niveau objet;PDE;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Dalle sur sol;Informations alphanumériques;Niveau objet;EXE;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Dalle sur sol;Informations alphanumériques;Niveau objet;EXP;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Dalle sur sol;Informations alphanumériques;Niveau objet;APS;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Dalle sur sol;Informations alphanumériques;Niveau objet;APD;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Dalle sur sol;Informations alphanumériques;Niveau objet;PDE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Dalle sur sol;Informations alphanumériques;Niveau objet;EXE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Dalle sur sol;Informations alphanumériques;Niveau objet;EXP;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Dalle sur sol;Informations alphanumériques;Niveau objet;APS;Statut (p);Pset_SlabCommon.Status;Phase Created;IFC4;Oui
Dalle sur sol;Informations alphanumériques;Niveau objet;APD;Statut (p);Pset_SlabCommon.Status;Phase Created;IFC4;Oui
Dalle sur sol;Informations alphanumériques;Niveau objet;PDE;Statut (p);Pset_SlabCommon.Status;Phase Created;IFC4;Oui
Dalle sur sol;Informations alphanumériques;Niveau objet;EXE;Statut (p);Pset_SlabCommon.Status;Phase Created;IFC4;Oui
Dalle sur sol;Informations alphanumériques;Niveau objet;EXP;Statut (p);Pset_SlabCommon.Status;Phase Created;IFC4;Oui
Dalle sur sol;Informations alphanumériques;Niveau matériau;APD;Materiau (a);IfcMaterial;[not manageable];IFC4;Oui
Dalle sur sol;Informations alphanumériques;Niveau matériau;PDE;Materiau (a);IfcMaterial;[not manageable];IFC4;Oui
Dalle sur sol;Informations alphanumériques;Niveau matériau;EXE;Materiau (a);IfcMaterial;[not manageable];IFC4;Oui
Dalle sur sol;Informations alphanumériques;Niveau matériau;EXP;Materiau (a);IfcMaterial;[not manageable];IFC4;Oui
Dalle sur sol;Documentation;Descriptifs;APS;Principe constructif;;;IFC4;Oui
Dalle sur sol;Documentation;Descriptifs;APD;Principe constructif;;;IFC4;Oui
Dalle sur sol;Documentation;Descriptifs;APD;Prédimensionnement;;;IFC4;Oui
Dalle sur sol;Documentation;Maintenance et fiches techniques;EXE;Fiche technique;;;IFC4;Oui
Dalle sur sol;Documentation;Maintenance et fiches techniques;EXP;Fiche technique;;;IFC4;Oui
Dalle sur sol;Documentation;Plans et schémas;PDE;Plan de coffrage;;;IFC4;Oui
Dalle sur sol;Documentation;Plans et schémas;EXE;Plan de coffrage;;;IFC4;Oui
Dalle sur sol;Documentation;Plans et schémas;EXP;Plan de coffrage;;;IFC4;Oui
Dalle sur sol;Documentation;Plans et schémas;PDE;Plan joints de dilatation;;;IFC4;Oui
Dalle sur sol;Documentation;Plans et schémas;EXE;Plan joints de dilatation;;;IFC4;Oui
Dalle sur sol;Documentation;Plans et schémas;EXP;Plan joints de dilatation;;;IFC4;Oui
Dalle sur sol;Documentation;Plans et schémas;PDE;Détail d'exécution;;;IFC4;Oui
Dalle sur sol;Documentation;Plans et schémas;EXE;Détail d'exécution;;;IFC4;Oui
Dalle sur sol;Documentation;Plans et schémas;EXP;Détail d'exécution;;;IFC4;Oui
Dalle sur sol;Documentation;Plans et schémas;EXE;Plan de ferraillage;;;IFC4;Oui
Dalle sur sol;Documentation;Plans et schémas;EXP;Plan de ferraillage;;;IFC4;Oui
Dalle sur sol;Documentation;Plans et schémas;PDE;Plan éléments spécifiques;;;IFC4;Oui
Dalle sur sol;Documentation;Plans et schémas;EXE;Plan éléments spécifiques;;;IFC4;Oui
Dalle sur sol;Documentation;Plans et schémas;EXP;Plan éléments spécifiques;;;IFC4;Oui
Dalle sur sol;Documentation;Plans et schémas;APD;Performances à atteindre;;;IFC4;Oui
Dalle sur sol;Documentation;Plans et schémas;PDE;Performances à atteindre;;;IFC4;Oui
Dalle sur sol;Documentation;Plans et schémas;EXE;Performances à atteindre;;;IFC4;Oui
Dalle sur sol;Documentation;Plans et schémas;EXP;Performances à atteindre;;;IFC4;Oui
Dalle sur sol;Documentation;Plans et schémas;APS;Rapport étude géotechnique;;;IFC4;Oui
Dalle sur sol;Documentation;Plans et schémas;APD;Rapport étude géotechnique;;;IFC4;Oui
Dalle sur sol;Documentation;Plans et schémas;PDE;Rapport étude géotechnique;;;IFC4;Oui
Dalle sur sol;Documentation;Plans et schémas;EXE;Rapport étude géotechnique;;;IFC4;Oui
Dalle sur sol;Documentation;Plans et schémas;EXP;Rapport étude géotechnique;;;IFC4;Oui
Dalle sur sol;Documentation;Plans et schémas;APD;Rapport energétique;;;IFC4;Oui
Dalle sur sol;Documentation;Plans et schémas;PDE;Rapport energétique;;;IFC4;Oui
Dalle sur sol;Documentation;Plans et schémas;EXE;Rapport energétique;;;IFC4;Oui
Dalle sur sol;Documentation;Plans et schémas;EXP;Rapport energétique;;;IFC4;Oui
Dalle sur sol;Documentation;Plans et schémas;PDE;Rapport stabilité;;;IFC4;Oui
Dalle sur sol;Documentation;Plans et schémas;EXE;Rapport stabilité;;;IFC4;Oui
Dalle sur sol;Documentation;Plans et schémas;EXP;Rapport stabilité;;;IFC4;Oui
Dalle sur sol;Documentation;Plans et schémas;EXE;Déclaration de performance environnementale;;;IFC4;Oui
Dalle sur sol;Documentation;Plans et schémas;APD;Surcharges d’exploitation;;;IFC4;Oui
Dalle sur sol;Documentation;Plans et schémas;PDE;Surcharges d’exploitation;;;IFC4;Oui
Dalle sur sol;Documentation;Plans et schémas;EXE;Surcharges d’exploitation;;;IFC4;Oui
Dalle sur sol;Documentation;Plans et schémas;EXP;Surcharges d’exploitation;;;IFC4;Oui
Dalle sur sol;Classification;Uniformat II 2010;Toutes;"A4010 – Standard Slabs-on-Grade
A4020 – Structural Slabs-on-Grade
C2030 Flooring";;;IFC4;Oui
Dalle sur sol;Classification;DIN276;Toutes;"322 – Flachgründungen und Bodenplatten
324 – Gründungsbeläge
325 – Abdichtungen und Bekleidungen";;;IFC4;Oui
Demande de réservation;Classe et type IFC;Types IFC;Toutes;Demande de réservation;IfcBuildingElementProxy.PROVISIONFORVOID;Mass;IFC4;Oui
Dévidoir incendie;Classe et type IFC;Types IFC;Toutes;Robinet d'incendie armé;IfcFireSuppressionTerminal.HOSEREEL;Fire Protection [BIMids Classification:Fire hose reel];IFC4;Oui
Dévidoir incendie;Classe et type IFC;Types IFC;Toutes;Lance incendie;IfcFireSuppressionTerminal.HOSEREEL;Fire Protection [BIMids Classification:Fire hose reel];IFC4;Oui
Dévidoir incendie;Informations alphanumériques;Niveau objet;APD;Statut de rénovation (Archicad) (p);Pset_FireSuppressionTerminalTypeCommon.Status;-;IFC4;Oui
Dévidoir incendie;Informations alphanumériques;Niveau objet;PDE;Statut de rénovation (Archicad) (p);Pset_FireSuppressionTerminalTypeCommon.Status;-;IFC4;Oui
Dévidoir incendie;Informations alphanumériques;Niveau objet;EXE;Statut de rénovation (Archicad) (p);Pset_FireSuppressionTerminalTypeCommon.Status;-;IFC4;Oui
Dévidoir incendie;Informations alphanumériques;Niveau objet;EXP;Statut de rénovation (Archicad) (p);Pset_FireSuppressionTerminalTypeCommon.Status;-;IFC4;Oui
Dévidoir incendie;Informations alphanumériques;Niveau objet;APD;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Dévidoir incendie;Informations alphanumériques;Niveau objet;PDE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Dévidoir incendie;Informations alphanumériques;Niveau objet;EXE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Dévidoir incendie;Informations alphanumériques;Niveau objet;EXP;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Dévidoir incendie;Informations alphanumériques;Niveau objet;APD;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Dévidoir incendie;Informations alphanumériques;Niveau objet;PDE;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Dévidoir incendie;Informations alphanumériques;Niveau objet;EXE;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Dévidoir incendie;Informations alphanumériques;Niveau objet;EXP;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Dévidoir incendie;Informations alphanumériques;Niveau objet;APD;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Dévidoir incendie;Informations alphanumériques;Niveau objet;PDE;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Dévidoir incendie;Informations alphanumériques;Niveau objet;EXE;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Dévidoir incendie;Informations alphanumériques;Niveau objet;EXP;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Dévidoir incendie;Informations alphanumériques;Niveau objet;APD;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Dévidoir incendie;Informations alphanumériques;Niveau objet;PDE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Dévidoir incendie;Informations alphanumériques;Niveau objet;EXE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Dévidoir incendie;Informations alphanumériques;Niveau objet;EXP;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Dévidoir incendie;Informations alphanumériques;Niveau objet;APD;Statut (p);Pset_FireSuppressionTerminalTypeCommon.Status;Phase Created;IFC4;Oui
Dévidoir incendie;Informations alphanumériques;Niveau objet;PDE;Statut (p);Pset_FireSuppressionTerminalTypeCommon.Status;Phase Created;IFC4;Oui
Dévidoir incendie;Informations alphanumériques;Niveau objet;EXE;Statut (p);Pset_FireSuppressionTerminalTypeCommon.Status;Phase Created;IFC4;Oui
Dévidoir incendie;Informations alphanumériques;Niveau objet;EXP;Statut (p);Pset_FireSuppressionTerminalTypeCommon.Status;Phase Created;IFC4;Oui
Dévidoir incendie;Informations alphanumériques;Niveau objet;PDE;Type de dévidoir (p);Pset_FireSuppressionTerminalTypeHoseReel.HoseReelType;Type of hose reel;IFC4;Oui
Dévidoir incendie;Informations alphanumériques;Niveau objet;EXE;Type de dévidoir (p);Pset_FireSuppressionTerminalTypeHoseReel.HoseReelType;Type of hose reel;IFC4;Oui
Dévidoir incendie;Informations alphanumériques;Niveau objet;EXP;Type de dévidoir (p);Pset_FireSuppressionTerminalTypeHoseReel.HoseReelType;Type of hose reel;IFC4;Oui
Dévidoir incendie;Informations alphanumériques;Niveau objet;PDE;Type d'enrouleur (p);Pset_FireSuppressionTerminalTypeHoseReel.HoseReelMountingType;Hose reel mounting type;IFC4;Oui
Dévidoir incendie;Informations alphanumériques;Niveau objet;EXE;Type d'enrouleur (p);Pset_FireSuppressionTerminalTypeHoseReel.HoseReelMountingType;Hose reel mounting type;IFC4;Oui
Dévidoir incendie;Informations alphanumériques;Niveau objet;EXP;Type d'enrouleur (p);Pset_FireSuppressionTerminalTypeHoseReel.HoseReelMountingType;Hose reel mounting type;IFC4;Oui
Dévidoir incendie;Informations alphanumériques;Niveau objet;PDE;Section du tuyau (p);Pset_FireSuppressionTerminalTypeHoseReel.HoseDiameter;Diameter;IFC4;Oui
Dévidoir incendie;Informations alphanumériques;Niveau objet;EXE;Section du tuyau (p);Pset_FireSuppressionTerminalTypeHoseReel.HoseDiameter;Diameter;IFC4;Oui
Dévidoir incendie;Informations alphanumériques;Niveau objet;EXP;Section du tuyau (p);Pset_FireSuppressionTerminalTypeHoseReel.HoseDiameter;Diameter;IFC4;Oui
Dévidoir incendie;Informations alphanumériques;Niveau objet;PDE;Longueur (p);Pset_FireSuppressionTerminalTypeHoseReel.HoseLength;Length;IFC4;Oui
Dévidoir incendie;Informations alphanumériques;Niveau objet;EXE;Longueur (p);Pset_FireSuppressionTerminalTypeHoseReel.HoseLength;Length;IFC4;Oui
Dévidoir incendie;Informations alphanumériques;Niveau objet;EXP;Longueur (p);Pset_FireSuppressionTerminalTypeHoseReel.HoseLength;Length;IFC4;Oui
Dévidoir incendie;Documentation;Descriptifs;APD;Prescriptions;;;IFC4;Oui
Dévidoir incendie;Documentation;Descriptifs;PDE;Prescriptions;;;IFC4;Oui
Dévidoir incendie;Documentation;Descriptifs;EXE;Prescriptions;;;IFC4;Oui
Dévidoir incendie;Documentation;Maintenance et fiches techniques;EXE;Fiche technique;;;IFC4;Oui
Dévidoir incendie;Documentation;Maintenance et fiches techniques;EXP;Fiche technique;;;IFC4;Oui
Dévidoir incendie;Documentation;Maintenance et fiches techniques;EXE;Notice de montage;;;IFC4;Oui
Dévidoir incendie;Documentation;Maintenance et fiches techniques;EXP;Notice de montage;;;IFC4;Oui
Dévidoir incendie;Documentation;Maintenance et fiches techniques;EXE;Protocole de mesure;;;IFC4;Oui
Dévidoir incendie;Documentation;Maintenance et fiches techniques;EXP;Protocole de mesure;;;IFC4;Oui
Dévidoir incendie;Documentation;Maintenance et fiches techniques;EXE;Notice de maintenance;;;IFC4;Oui
Dévidoir incendie;Documentation;Maintenance et fiches techniques;EXP;Notice de maintenance;;;IFC4;Oui
Dévidoir incendie;Documentation;Maintenance et fiches techniques;EXE;Carnet d'entretien;;;IFC4;Oui
Dévidoir incendie;Documentation;Maintenance et fiches techniques;EXP;Carnet d'entretien;;;IFC4;Oui
Dévidoir incendie;Documentation;Plans et schémas;APD;Schéma d'emprise;;;IFC4;Oui
Dévidoir incendie;Documentation;Plans et schémas;PDE;Schéma unifilaire;;;IFC4;Oui
Dévidoir incendie;Documentation;Plans et schémas;EXE;Schéma unifilaire;;;IFC4;Oui
Dévidoir incendie;Documentation;Plans et schémas;EXP;Schéma unifilaire;;;IFC4;Oui
Dévidoir incendie;Documentation;Plans et schémas;APD;Performances à atteindre;;;IFC4;Oui
Dévidoir incendie;Documentation;Plans et schémas;PDE;Performances à atteindre;;;IFC4;Oui
Dévidoir incendie;Documentation;Plans et schémas;EXE;Performances à atteindre;;;IFC4;Oui
Dévidoir incendie;Documentation;Plans et schémas;EXP;Performances à atteindre;;;IFC4;Oui
Dévidoir incendie;Classification;Uniformat II 2010;Toutes;D4010 – Fire Suppression;;;IFC4;Oui
Dévidoir incendie;Classification;DIN276;Toutes;KG474 – Feuerlöschanlagen;;;IFC4;Oui
Diffusion de chaleur - radiateu;Classe et type IFC;Types IFC;Toutes;Radiateur à ailettes;IfcSpaceHeater.RADIATOR;Mechanical Equipment [BIMids Classification:Heat diffusion - radiator];IFC4;Oui
Diffusion de chaleur - radiateu;Classe et type IFC;Types IFC;Toutes;Radiateur électrique;IfcSpaceHeater.RADIATOR;Mechanical Equipment [BIMids Classification:Heat diffusion - radiator];IFC4;Oui
Diffusion de chaleur - radiateu;Classe et type IFC;Types IFC;Toutes;Radiateur à plaques;IfcSpaceHeater.RADIATOR;Mechanical Equipment [BIMids Classification:Heat diffusion - radiator];IFC4;Oui
Diffusion de chaleur - radiateu;Classe et type IFC;Types IFC;Toutes;Sèche-serviette;IfcSpaceHeater.RADIATOR;Mechanical Equipment [BIMids Classification:Heat diffusion - radiator];IFC4;Oui
Diffusion de chaleur - radiateu;Informations alphanumériques;Niveau objet;APD;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Diffusion de chaleur - radiateu;Informations alphanumériques;Niveau objet;PDE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Diffusion de chaleur - radiateu;Informations alphanumériques;Niveau objet;EXE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Diffusion de chaleur - radiateu;Informations alphanumériques;Niveau objet;EXP;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Diffusion de chaleur - radiateu;Informations alphanumériques;Niveau objet;APD;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Diffusion de chaleur - radiateu;Informations alphanumériques;Niveau objet;PDE;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Diffusion de chaleur - radiateu;Informations alphanumériques;Niveau objet;EXE;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Diffusion de chaleur - radiateu;Informations alphanumériques;Niveau objet;EXP;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Diffusion de chaleur - radiateu;Informations alphanumériques;Niveau objet;APD;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Diffusion de chaleur - radiateu;Informations alphanumériques;Niveau objet;PDE;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Diffusion de chaleur - radiateu;Informations alphanumériques;Niveau objet;EXE;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Diffusion de chaleur - radiateu;Informations alphanumériques;Niveau objet;EXP;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Diffusion de chaleur - radiateu;Informations alphanumériques;Niveau objet;APD;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Diffusion de chaleur - radiateu;Informations alphanumériques;Niveau objet;PDE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Diffusion de chaleur - radiateu;Informations alphanumériques;Niveau objet;EXE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Diffusion de chaleur - radiateu;Informations alphanumériques;Niveau objet;EXP;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Diffusion de chaleur - radiateu;Informations alphanumériques;Niveau objet;APD;Statut (p);Pset_SpaceHeaterTypeCommon.Status;Phase Created;IFC4;Oui
Diffusion de chaleur - radiateu;Informations alphanumériques;Niveau objet;PDE;Statut (p);Pset_SpaceHeaterTypeCommon.Status;Phase Created;IFC4;Oui
Diffusion de chaleur - radiateu;Informations alphanumériques;Niveau objet;EXE;Statut (p);Pset_SpaceHeaterTypeCommon.Status;Phase Created;IFC4;Oui
Diffusion de chaleur - radiateu;Informations alphanumériques;Niveau objet;EXP;Statut (p);Pset_SpaceHeaterTypeCommon.Status;Phase Created;IFC4;Oui
Diffusion de chaleur - radiateu;Documentation;Descriptifs;APD;Prédimensionnement;;;IFC4;Oui
Diffusion de chaleur - radiateu;Documentation;Descriptifs;PDE;Dimensionnement;;;IFC4;Oui
Diffusion de chaleur - radiateu;Documentation;Descriptifs;EXE;Dimensionnement;;;IFC4;Oui
Diffusion de chaleur - radiateu;Documentation;Descriptifs;EXP;Dimensionnement;;;IFC4;Oui
Diffusion de chaleur - radiateu;Documentation;Descriptifs;APD;Prescriptions;;;IFC4;Oui
Diffusion de chaleur - radiateu;Documentation;Descriptifs;PDE;Prescriptions;;;IFC4;Oui
Diffusion de chaleur - radiateu;Documentation;Descriptifs;EXE;Prescriptions;;;IFC4;Oui
Diffusion de chaleur - radiateu;Documentation;Maintenance et fiches techniques;EXE;Fiche technique;;;IFC4;Oui
Diffusion de chaleur - radiateu;Documentation;Maintenance et fiches techniques;EXP;Fiche technique;;;IFC4;Oui
